index,name,description,brand,category,mrp_price,currency,stock,ean,color,availability,internal_id,qty,selling_price,discount,discount_percentage,revenue,stock_value
6900,Smart Powerbank,Answer receive majority others pull they.,"Reed, Larsen and Norris",Grooming Tools,751.0,INR,866,2006100000000.0,DarkKhaki,backorder,7,595,593.29,157.71,21.0,353007.55,513789.14
6901,Clean Cooler Watch Fan Max,Focus Democrat serve wrong bring fear.,"Pruitt, Pruitt and Mathis",Health & Wellness,78.0,INR,861,387623000000.0,Orange,backorder,51,827,74.1,3.9,5.0,61280.7,63800.1
6902,Smart Mixer Lamp,Past sign bad force leader understand manage.,Gallagher-Martin,Cameras & Accessories,362.0,INR,935,655105000000.0,Magenta,in_stock,85,278,238.92,123.08,34.0,66419.76,223390.2
6903,Scooter Dock Shaver,Various for approach good specific.,Saunders-Grimes,Sports & Outdoors,992.0,INR,187,412284000000.0,Ivory,in_stock,67,802,684.48,307.52,31.0,548952.96,127997.76
6904,Rechargeable Iron Cooler Iron,Together next dog himself suddenly owner evidence member.,Zuniga and Sons,Fishing & Hunting,831.0,INR,631,1536640000000.0,SeaGreen,in_stock,51,870,448.74,382.26,46.0,390403.8,283154.94
6905,Rechargeable Lamp Freezer Advanced,Trouble thousand imagine our during issue.,"Arroyo, Cantu and Rollins",Beauty & Personal Care,654.0,INR,319,8501650000000.0,Cyan,backorder,64,451,516.66,137.34,21.0,233013.66,164814.54
6906,Portable Vacuum Webcam,Down car major thought condition.,Bowman-Barker,Skincare,294.0,INR,423,320409000000.0,Peru,out_of_stock,14,838,191.1,102.9,35.0,160141.8,80835.3
6907,Advanced Phone,Use know case end.,Arnold and Sons,Grooming Tools,898.0,INR,635,3952810000000.0,DarkBlue,out_of_stock,50,192,790.24,107.76,12.0,151726.08,501802.4
6908,Wireless Fan Clock Camera Plus X Air,Increase ask ball ability total.,Mosley Ltd,Kitchen Appliances,651.0,INR,376,4800120000000.0,SaddleBrown,limited_stock,95,924,527.31,123.69,19.0,487234.44,198268.56
6909,Digital Scale Touch Plus Digital,Rise run indeed before nice country.,Vincent-Callahan,Clothing & Apparel,311.0,INR,280,7050710000000.0,Pink,limited_stock,61,207,202.15,108.85,35.0,41845.05,56602.0
6910,Eco Vacuum Rechargeable Smart,On whom accept.,Cherry and Sons,Cleaning Supplies,449.0,INR,214,1059630000000.0,Maroon,backorder,85,946,309.81,139.19,31.0,293080.26,66299.34
6911,Clean Mixer Toaster Toaster,Short sometimes physical sound light into network.,"Boyd, Rogers and Sherman",Kids' Clothing,220.0,INR,182,8727620000000.0,DarkOrchid,pre_order,73,672,129.8,90.2,41.0,87225.6,23623.6
6912,Microphone,Put site wall front can recognize exist.,Watson and Sons,Laptops & Computers,367.0,INR,884,5026500000000.0,Gray,discontinued,66,631,260.57,106.43,29.0,164419.67,230343.88
6913,Automatic Cooler Compact Sense,Whole reveal house situation describe human.,"Mata, Wilkerson and Knapp",Home Decor,245.0,INR,76,9367790000000.0,OrangeRed,limited_stock,78,96,129.85,115.15,47.0,12465.6,9868.6
6914,Compact Mixer Router Phone 360 Max,By work answer possible PM.,"Mathis, Sanders and Cantu",Cycling,137.0,INR,588,6854380000000.0,PapayaWhip,limited_stock,86,434,84.94,52.06,38.0,36863.96,49944.72
6915,Automatic Fan Thermostat Max,Material art bank market ground firm.,"Glass, Glover and Charles",Laptops & Computers,376.0,INR,503,1269800000000.0,ForestGreen,limited_stock,4,412,345.92,30.08,8.0,142519.04,173997.76
6916,Headphones Charger,Reduce full key determine artist seat.,Stein PLC,Grooming Tools,204.0,INR,749,1424830000000.0,PaleVioletRed,in_stock,23,917,138.72,65.28,32.0,127206.24,103901.28
6917,Wireless Projector Speaker Treadmill Smart Ultra,Say significant enjoy yard.,Archer and Sons,Kitchen Appliances,474.0,INR,934,7413220000000.0,LightSkyBlue,pre_order,65,254,279.66,194.34,41.0,71033.64,261202.44
6918,Clean Lock Portable X,Manage against pretty option indeed.,"Wall, Washington and Frazier",Women's Clothing,418.0,INR,725,1734980000000.0,Purple,out_of_stock,63,616,351.12,66.88,16.0,216289.92,254562.0
6919,Smart Bicycle Portable Go,Quickly add response body themselves.,Mathews Group,Cleaning Supplies,282.0,INR,357,4602900000000.0,Tan,pre_order,30,936,262.26,19.74,7.0,245475.36,93626.82
6920,Smart Freezer Mixer One,Occur type order until for world.,Bird Ltd,"Accessories (Bags, Hats, Belts)",99.0,INR,720,7935780000000.0,Coral,limited_stock,73,253,66.33,32.67,33.0,16781.49,47757.6
6921,Advanced Cooker Air,Six performance participant property yeah argue benefit scene.,"Waters, Melton and Baker",Fitness Equipment,70.0,INR,797,2839230000000.0,LightBlue,pre_order,74,206,35.7,34.3,49.0,7354.2,28452.9
6922,Pro Scale Stove,Apply world score top ten expect talk mention.,Solomon Group,Clothing & Apparel,404.0,INR,111,6332210000000.0,MidnightBlue,backorder,21,381,355.52,48.48,12.0,135453.12,39462.72
6923,Pro Keyboard Speakerphone Fan,Individual Congress southern answer seem well before.,Delgado and Sons,Headphones & Earbuds,511.0,INR,946,9501770000000.0,LightCoral,in_stock,46,936,362.81,148.19,29.0,339590.16,343218.26
6924,Ultra Stove Iron Max Compact Advanced,Deep heavy body school condition dark most.,"Meza, Moyer and Henson",Cameras & Accessories,331.0,INR,964,5463510000000.0,Tan,limited_stock,75,256,211.84,119.16,36.0,54231.04,204213.76
6925,Rechargeable Thermostat Speaker,Night close fall money water experience attention.,Cooper PLC,Smartwatches,898.0,INR,671,27124428015.0,SteelBlue,out_of_stock,34,587,583.7,314.3,35.0,342631.9,391662.7
6926,Mouse Monitor Phone,Laugh herself treatment nation draw president.,"Werner, Cantu and Berry",Bedding & Bath,898.0,INR,681,9063360000000.0,Cornsilk,discontinued,10,273,565.74,332.26,37.0,154447.02,385268.94
6927,Automatic Scale Headphones Ultra Pro,Full left join rest act.,Salas and Sons,"Accessories (Bags, Hats, Belts)",900.0,INR,113,8906900000000.0,DarkTurquoise,out_of_stock,91,409,504.0,396.0,44.0,206136.0,56952.0
6928,Compact Kettle Sense Clean Sense,Throughout performance start question area important business.,Nash Inc,Cleaning Supplies,864.0,INR,522,5566180000000.0,Gold,discontinued,3,539,578.88,285.12,33.0,312016.32,302175.36
6929,Clean Phone Iron Speakerphone Compact Go,Game eat always ball up available spend well.,Blankenship Ltd,Cameras & Accessories,952.0,INR,52,8496430000000.0,Salmon,out_of_stock,80,917,571.2,380.8,40.0,523790.4,29702.4
6930,Automatic Mouse Pro Ultra,Growth available floor coach down.,Huerta-Kirby,Cycling,975.0,INR,37,1083970000000.0,SeaGreen,out_of_stock,83,551,672.75,302.25,31.0,370685.25,24891.75
6931,Smart Tablet Blender Max Prime Smart,Toward third rate go charge.,Klein Inc,Bedding & Bath,750.0,INR,188,1777790000000.0,DarkRed,discontinued,20,67,705.0,45.0,6.0,47235.0,132540.0
6932,Mini Toaster Oven,Happen challenge film culture message manager.,Mann PLC,Kitchen Appliances,971.0,INR,673,5672950000000.0,Magenta,in_stock,84,351,669.99,301.01,31.0,235166.49,450903.27
6933,Digital Printer Fan Clean Premium,Paper finally against often its three.,"Benitez, Bernard and Contreras",Laptops & Computers,501.0,INR,599,3429310000000.0,MediumTurquoise,discontinued,69,990,335.67,165.33,33.0,332313.3,201066.33
6934,Thermostat Microphone Scooter,Economy option commercial full area PM.,"Mcneil, Ritter and Patterson","Accessories (Bags, Hats, Belts)",385.0,INR,97,6847980000000.0,PaleTurquoise,backorder,82,466,334.95,50.05,13.0,156086.7,32490.15
6935,Fast Drone Speaker Speaker One X,Expect like prepare seek.,Stafford-Phillips,Cleaning Supplies,501.0,INR,111,9103060000000.0,MidnightBlue,limited_stock,98,683,370.74,130.26,26.0,253215.42,41152.14
6936,Digital Scanner Keyboard Monitor Go,Congress system memory see possible by.,Collier Group,Makeup,549.0,INR,85,9993530000000.0,DarkGoldenRod,discontinued,46,782,417.24,131.76,24.0,326281.68,35465.4
6937,Scooter Microphone,Name health vote.,"Ochoa, Jennings and Moon",Cameras & Accessories,922.0,INR,266,1242390000000.0,SeaGreen,out_of_stock,9,670,534.76,387.24,42.0,358289.2,142246.16
6938,Fridge Printer Mouse,Himself health agent player why art.,Rubio Ltd,Fitness Equipment,196.0,INR,65,8072060000000.0,Yellow,out_of_stock,82,278,135.24,60.76,31.0,37596.72,8790.6
6939,Silent Grill Prime Rechargeable,Across ability movement almost decade care.,Carrillo PLC,Fishing & Hunting,721.0,INR,80,1033550000000.0,AntiqueWhite,in_stock,43,891,490.28,230.72,32.0,436839.48,39222.4
6940,Digital Camera Advanced Touch Advanced,Three create much oil four order.,Holden-Ellison,Smartwatches,839.0,INR,798,7263770000000.0,Blue,backorder,4,502,520.18,318.82,38.0,261130.36,415103.64
6941,Camera Treadmill Heater,Administration help sense hour.,Velazquez LLC,Sports & Outdoors,782.0,INR,498,1599030000000.0,MediumPurple,backorder,27,77,594.32,187.68,24.0,45762.64,295971.36
6942,Premium Speakerphone Oven Rechargeable,Before six for store sort fast.,Nolan-Byrd,Cycling,554.0,INR,886,2002250000000.0,RoyalBlue,discontinued,86,406,326.86,227.14,41.0,132705.16,289597.96
6943,Rechargeable Light Webcam Cooker Digital Air,Benefit stock agency first.,"Sosa, Clay and Zamora",Books & Stationery,305.0,INR,934,8445080000000.0,Fuchsia,discontinued,55,67,247.05,57.95,19.0,16552.35,230744.7
6944,Tablet,Later just another chair response since usually item.,Bond-Hutchinson,Skincare,307.0,INR,352,4395040000000.0,Gainsboro,limited_stock,94,448,196.48,110.52,36.0,88023.04,69160.96
6945,Pro Fridge,Economic network student guy glass middle.,"Oneal, Castillo and Mccullough",Shoes & Footwear,500.0,INR,585,2407840000000.0,WhiteSmoke,discontinued,75,97,320.0,180.0,36.0,31040.0,187200.0
6946,Smart Cooler Silent One,Wife tonight none without against TV positive.,Peck-Vazquez,Toys & Games,495.0,INR,922,1071460000000.0,SeaShell,out_of_stock,92,132,277.2,217.8,44.0,36590.4,255578.4
6947,Wireless Tablet Cooler Fridge Eco Touch One,Myself but play impact.,"Frederick, Mosley and Morrow",Cleaning Supplies,865.0,INR,706,2552180000000.0,CornflowerBlue,out_of_stock,66,440,778.5,86.5,10.0,342540.0,549621.0
6948,Smart Monitor Cooler Dock,Good meeting stage have father join green.,Hanson-Ferguson,Fragrances,418.0,INR,408,2719590000000.0,DarkSlateBlue,pre_order,64,825,321.86,96.14,23.0,265534.5,131318.88
6949,Silent Heater Thermostat Automatic Mini,According matter particularly.,Moreno-Soto,Cleaning Supplies,158.0,INR,135,8807420000000.0,Wheat,backorder,50,328,115.34,42.66,27.0,37831.52,15570.9
6950,Powerbank Scooter,Require customer speech parent.,Chaney and Sons,"Accessories (Bags, Hats, Belts)",893.0,INR,497,5207680000000.0,Olive,discontinued,32,638,803.7,89.3,10.0,512760.6,399438.9
6951,Ultra Mouse Monitor Phone Compact Touch Fast,Life camera interest board professor should easy.,"Lucas, Roy and Hughes",Fishing & Hunting,664.0,INR,627,2439140000000.0,DarkSlateBlue,pre_order,15,142,444.88,219.12,33.0,63172.96,278939.76
6952,Smart Charger Monitor Brush Silent Smart,State decade range building.,"Ramos, Hays and Christensen",Furniture,412.0,INR,59,5963160000000.0,RosyBrown,discontinued,1,274,370.8,41.2,10.0,101599.2,21877.2
6953,Ultra Blender Toaster Camera Portable Rechargeable,Feeling different determine recognize.,Peters Group,Cycling,582.0,INR,782,2504060000000.0,MediumOrchid,backorder,65,468,471.42,110.58,19.0,220624.56,368650.44
6954,Portable Vacuum Cooler Rechargeable,Happen debate against color still.,Hurley PLC,Beauty & Personal Care,991.0,INR,679,2170500000000.0,DodgerBlue,out_of_stock,57,354,614.42,376.58,38.0,217504.68,417191.18
6955,Clean Scooter Fast Eco Max,Rest though analysis account.,"Riggs, Sims and Knapp",Makeup,696.0,INR,8,5848810000000.0,DarkOrchid,limited_stock,36,583,424.56,271.44,39.0,247518.48,3396.48
6956,Premium Microphone Headphones Compact Plus,That cup computer prepare.,Copeland and Sons,Fitness Equipment,774.0,INR,349,4108910000000.0,MediumSeaGreen,backorder,37,657,626.94,147.06,19.0,411899.58,218802.06
6957,Eco Keyboard Toaster Monitor,Third action oil admit performance.,"Suarez, Spencer and Cherry",Fitness Equipment,198.0,INR,503,4954010000000.0,Coral,pre_order,70,574,118.8,79.2,40.0,68191.2,59756.4
6958,Iron,Decide agency run mean show turn.,Escobar Ltd,"Accessories (Bags, Hats, Belts)",648.0,INR,957,1247370000000.0,Ivory,backorder,22,883,382.32,265.68,41.0,337588.56,365880.24
6959,Smart Grill,Mr direction success.,"Cunningham, Mercer and Tyler",Home Decor,633.0,INR,981,2532800000000.0,GreenYellow,discontinued,57,612,601.35,31.65,5.0,368026.2,589924.35
6960,Smart Radio Treadmill Plus,Minute nor keep officer either hit society.,Powell-Campbell,Kitchen Appliances,510.0,INR,684,3882080000000.0,LightSeaGreen,pre_order,59,142,326.4,183.6,36.0,46348.8,223257.6
6961,Mini Headphones Premium Wireless Prime,Third think attention.,Carter-Tate,Sports & Outdoors,396.0,INR,998,132839000000.0,LightGoldenRodYellow,out_of_stock,10,136,229.68,166.32,42.0,31236.48,229220.64
6962,Advanced Toaster Light Monitor X Rechargeable,Play west recently share money end.,Harvey-Mora,Clothing & Apparel,619.0,INR,906,953162000000.0,LightYellow,discontinued,68,714,532.34,86.66,14.0,380090.76,482300.04
6963,Freezer,Day quite series hear visit health.,Wang-Murray,Office Supplies,59.0,INR,733,4331510000000.0,Pink,in_stock,40,660,49.56,9.44,16.0,32709.6,36327.48
6964,Pro Brush Go 360,Behavior if must church brother own production.,"Cohen, Mason and Cox",Women's Clothing,478.0,INR,453,484714000000.0,BurlyWood,discontinued,38,414,382.4,95.6,20.0,158313.6,173227.2
6965,Drone,Value smile nature within improve child even.,Ferguson-West,Clothing & Apparel,241.0,INR,319,5919930000000.0,MediumSlateBlue,in_stock,81,561,166.29,74.71,31.0,93288.69,53046.51
6966,Automatic Thermostat Oven Wireless,Charge guy too factor physical protect speech.,Cooper Group,Books & Stationery,705.0,INR,150,5793030000000.0,MediumPurple,backorder,90,145,535.8,169.2,24.0,77691.0,80370.0
6967,Digital Fan X,Girl improve education list need seek stop opportunity.,"Cuevas, Cuevas and Tapia",Health & Wellness,230.0,INR,77,2247660000000.0,PapayaWhip,backorder,54,634,133.4,96.6,42.0,84575.6,10271.8
6968,Rechargeable Oven Scale Clean Rechargeable Air,And city manage fine piece once.,Ashley Group,Smartwatches,245.0,INR,953,4983210000000.0,DarkGreen,out_of_stock,20,588,149.45,95.55,39.0,87876.6,142425.85
6969,Compact Speaker Go Automatic,Music piece try toward.,Harding Ltd,Toys & Games,259.0,INR,90,8948520000000.0,DarkViolet,pre_order,72,229,196.84,62.16,24.0,45076.36,17715.6
6970,Portable Brush,Item against similar light simple represent ability.,"Monroe, Day and Spears",Haircare,872.0,INR,353,5263240000000.0,PaleGreen,discontinued,11,653,436.0,436.0,50.0,284708.0,153908.0
6971,Smart Monitor Smart Automatic Edge,Blue clearly religious certain give great be individual.,Whitehead-Holder,Furniture,223.0,INR,272,6206790000000.0,DeepPink,pre_order,35,434,178.4,44.6,20.0,77425.6,48524.8
6972,Automatic Scooter,Weight near have try sport product process another.,Bullock-Harmon,Makeup,705.0,INR,157,9796030000000.0,Teal,backorder,72,671,387.75,317.25,45.0,260180.25,60876.75
6973,Wireless Fan 360 Plus 360,Type better imagine collection wonder try.,"Chavez, Moses and Dudley",Smartwatches,373.0,INR,759,1621940000000.0,MediumSpringGreen,backorder,59,466,343.16,29.84,8.0,159912.56,260458.44
6974,Scanner Monitor Treadmill,Company within face us since.,"Hess, Vincent and Carter",Makeup,953.0,INR,408,8983370000000.0,DarkSlateBlue,limited_stock,16,339,486.03,466.97,49.0,164764.17,198300.24
6975,Ultra Oven Scale Max,Study and off their teacher hold wait.,"Powell, Mcdonald and Rodriguez","Accessories (Bags, Hats, Belts)",215.0,INR,251,2293110000000.0,Indigo,pre_order,21,743,202.1,12.9,6.0,150160.3,50727.1
6976,Eco Tablet Ultra Rechargeable,Season second animal section night.,"Goodwin, Leon and Olsen",Women's Clothing,996.0,INR,931,9567610000000.0,SaddleBrown,pre_order,81,437,816.72,179.28,18.0,356906.64,760366.32
6977,Smart Drone Plus,Win network join charge someone check world.,Perez-Summers,Office Supplies,422.0,INR,48,8670220000000.0,Violet,limited_stock,3,467,388.24,33.76,8.0,181308.08,18635.52
6978,Portable Radio Bicycle Cooler Prime,Sign although win way nearly save thank.,"Hardin, Hatfield and Douglas",Men's Clothing,109.0,INR,29,642479000000.0,HoneyDew,out_of_stock,30,280,101.37,7.63,7.0,28383.6,2939.73
6979,Automatic Brush Max Automatic,Imagine western though price role instead.,Hancock-Morris,Fragrances,475.0,INR,365,3705750000000.0,MediumSlateBlue,limited_stock,75,885,446.5,28.5,6.0,395152.5,162972.5
6980,Automatic Fan,Good name small.,"Cook, Flynn and Tanner",Shoes & Footwear,417.0,INR,522,9450030000000.0,LightGray,limited_stock,16,925,254.37,162.63,39.0,235292.25,132781.14
6981,Smart Camera,Thousand wind control.,"Franco, Adams and Moss",Headphones & Earbuds,846.0,INR,463,655155000000.0,DarkSlateBlue,in_stock,58,261,507.6,338.4,40.0,132483.6,235018.8
6982,Portable Thermostat Stove Lamp Eco Mini,Yes more actually likely radio.,Case Inc,Books & Stationery,116.0,INR,988,7872130000000.0,Peru,limited_stock,75,418,63.8,52.2,45.0,26668.4,63034.4
6983,Eco Oven Speaker Fan,Foreign never music provide through.,"Lindsey, Hunter and Black",Health & Wellness,782.0,INR,102,2477450000000.0,MediumSlateBlue,out_of_stock,24,347,398.82,383.18,49.0,138390.54,40679.64
6984,Brush Lock,General consumer drive chair write.,"Key, Fitzgerald and Perez",Home & Kitchen,741.0,INR,255,2543910000000.0,LightCoral,discontinued,10,718,607.62,133.38,18.0,436271.16,154943.1
6985,Lock,Wind at pick yourself trouble forget alone network.,Davenport LLC,Headphones & Earbuds,12.0,INR,331,5724030000000.0,Khaki,discontinued,24,473,11.28,0.72,6.0,5335.44,3733.68
6986,Smart Dock Edge Smart Premium,Part store behavior force important after thought authority.,Strickland-Le,Clothing & Apparel,625.0,INR,596,9354430000000.0,SandyBrown,out_of_stock,90,459,537.5,87.5,14.0,246712.5,320350.0
6987,Smart Toaster Oven Sense 360,Address case treat large purpose.,Oneal-Allen,Beauty & Personal Care,835.0,INR,438,4512390000000.0,DodgerBlue,out_of_stock,82,152,425.85,409.15,49.0,64729.2,186522.3
6988,Automatic Lock X Eco Digital,Move tough late and both notice may.,"Francis, Bowen and Alvarez",Cameras & Accessories,110.0,INR,74,7912620000000.0,DeepPink,in_stock,74,528,101.2,8.8,8.0,53433.6,7488.8
6989,Fast Webcam Dock Heater 360 Premium Sense,Do individual still prove central enjoy later.,"Mckay, Travis and Rosario",Home Decor,356.0,INR,448,5149190000000.0,LightSalmon,pre_order,66,485,263.44,92.56,26.0,127768.4,118021.12
6990,Watch Headphones Kettle,Measure court wall expert deep name reveal.,Moody PLC,Shoes & Footwear,310.0,INR,499,9605480000000.0,MediumPurple,out_of_stock,50,719,207.7,102.3,33.0,149336.3,103642.3
6991,Smart Powerbank Iron Brush,Fact pass build clear drug reach student.,"Juarez, Ramos and Garza",Haircare,727.0,INR,46,7697910000000.0,Red,pre_order,42,200,414.39,312.61,43.0,82878.0,19061.94
